StartDate,EndDate,Q2.1,Q2.8,Q2.14,Q117.2,Q117.3,Q117.4,Q117.5,Q117.6,Q118.3,Q118.4,Q118.1_Page Submit,Q120.3,Q120.4,Q120.5,Q120.6,Q120.7,Q120.8,Q120.9,Q120.10,Q120.11,Q120.12,Q120.13,Q120.14,Q120.15,Q120.16,Q120.17,Q120.18,Q121.1,Q122.2,Q122.3,Q124.2,Q124.3,Q124.4,Q124.5,Q124.6,Q125.1_Page Submit,Q125.3,Q125.4,Q127.3,Q127.4,Q127.5,Q127.6,Q127.7,Q127.8,Q127.9,Q127.10,Q127.11,Q127.12,Q127.13,Q127.14,Q127.15,Q127.16,Q127.17,Q127.18,Q128.1,Q129.2,Q129.3,Q131.2,Q131.3,Q131.4,Q131.5,Q131.6,Q132.1_Page Submit,Q132.3,Q132.4,Q134.3,Q134.4,Q134.5,Q134.6,Q134.7,Q134.8,Q134.9,Q134.10,Q134.11,Q134.12,Q134.13,Q134.14,Q134.15,Q134.16,Q134.17,Q134.18,Q135.1,Q136.2,Q136.3,Q138.2,Q138.3,Q138.4,Q138.5,Q138.6,Q139.1_Page Submit,Q139.3,Q139.4,Q141.3,Q141.4,Q141.5,Q141.6,Q141.7,Q141.8,Q141.9,Q141.10,Q141.11,Q141.12,Q141.13,Q141.14,Q141.15,Q141.16,Q141.17,Q141.18,Q142.1,Q143.2,Q143.3,Q144.1,Q144.2
2021-03-31 23:20:13,2021-04-01 00:19:09,1989,Other,No college,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,conspicuous,"They modified their behavior in response to changes in their environment. ",introduce a scientific principle in order to show how an experiment’s outcomes validated that principle.,The crow is thought to be an animal with intelligence equal to or greater than the human,tested the birds’ tool-using abilities.,65.119,0,"image,is,too,b",87,25,7,14,74,18,25,35,7,12,41,80,10,15,96,13,,IM_0pPjBTig9nlz01M,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-31 23:16:37,2021-04-01 00:21:55,1995,Staff,"Advanced degree (Master's, Doctorate)",edible,They manufactured useful tools for finding and accessing food.,present seemingly contradictory stances in order to show how they can be reconciled empirically.,The crow is thought to be an animal with intelligence equal to or greater than the human,intentionally made the birds aware of his presence.,3,"animal,pencil,stones",198.405,85,91,27,37,70,29,87,10,99,20,2,99,43,50,5,35,,IM_2hGiem7FtCD5cY6,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-31 22:55:07,2021-04-01 00:33:35,1997,Other,Bachelor's degree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,edible,They manufactured useful tools for finding and accessing food.,introduce a scientific principle in order to show how an experiment’s outcomes validated that principle.,Zoologist Sara Shettleworth has knowledge about the intelligence of animals that proves Researcher Russel Gray wrong,consciously manipulated the birds’ surroundings.,130.145,1,rocket,87,29,37,27,39,41,3,9,99,20,2,99,29,84,5,5,,IM_728fjwfYvqAc1Yq,C,,
2021-04-01 00:08:29,2021-04-01 00:55:07,1989,Undergraduate Student,"Advanced degree (Master's, Doctorate)",edible,They were aloof toward the humans who were observing them.,offer historical background in order to question the uniqueness of two researchers’ findings.,The crow is thought to be an animal with intelligence equal to or greater than the human,presented the birds with a problem to solve.,2,book smile scale,260.224,85,91,27,37,70,29,87,10,99,20,2,99,43,50,5,35,,IM_2hGiem7FtCD5cY6,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-31 23:59:47,2021-04-01 01:29:39,1996,Undergraduate Student,Some college,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Just the right amount of time given,Very Easy
2021-04-01 01:37:44,2021-04-01 03:25:49,1997,Staff,"Advanced degree (Master's, Doctorate)",,,,,,,,,,,,,,,,,,,,,,,,,,,,natural,They modified their behavior in response to changes in their environment.,offer historical background in order to question the uniqueness of two researchers’ findings.,Zoologist Sara Shettleworth has knowledge about the intelligence of animals that proves Researcher Russel Gray wrong,tested the birds’ tool-using abilities.,130.095,2,"ROCKET,",85,91,27,37,70,29,87,10,99,20,2,99,43,50,5,35,,IM_6h8OjDCdJa8N7H8,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-01 00:03:38,2021-04-01 03:36:05,25,Staff,"Advanced degree (Master's, Doctorate)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,natural,They manufactured useful tools for finding and accessing food.,offer historical background in order to question the uniqueness of two researchers’ findings.,Zoologist Sara Shettleworth has knowledge about the intelligence of animals that proves Researcher Russel Gray wrong,tested the birds’ tool-using abilities.,65.083,2,"RACKET, STICK,",85,91,27,37,70,29,87,10,99,20,2,99,43,50,5,35,,IM_0iT2386VNKuJ99Y,C,,
2021-04-01 03:32:56,2021-04-01 04:33:54,1998,Other,Some college,conspicuous,They ignored the actions they saw performed around them.,"offer interpretive context in order to frame the discussion of an experiment and its results. ",The figurative language employed by these scientists implies a fundamentally riveting reading,consciously manipulated the birds’ surroundings.,6,lines,130.198,87,90,89,47,43,7,9,43,3,20,50,33,70,2,5,35,,IM_7NHi0wWD3VcBw7s,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-01 03:22:35,2021-04-01 04:45:14,1989,Other,Some college,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,edible,"They modified their behavior in response to changes in their environment. ",offer interpretive context in order to frame the discussion of an experiment and its results.,The figurative language employed by these scientists implies a fundamentally riveting reading,intentionally made the birds aware of his presence.,130.039,3,"claw, heart, mouth",85,91,35,1,70,1,1,1,99,1,10,99,43,85,5,37,,IM_6mUdTl4QvbjaemW,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-01 03:42:53,2021-04-01 04:49:54,1999,Other,Some college,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,edible,They manufactured useful tools for finding and accessing food.,"offer interpretive context in order to frame the discussion of an experiment and its results. ","The author's scintillating use of the word ""conspicuous"" in passage 2 suggests the Ravens' recalcitrant nature",presented the birds with a problem to solve.,195.141,3,"star, eye, eye, ",85,91,27,37,70,38,38,10,99,38,2,99,44,27,5,35,,IM_0iT2386VNKuJ99Y,C,,
2021-04-01 04:52:01,2021-04-01 05:30:16,2003,Undergraduate Student,Some college,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Just the right amount of time given,Fairly Easy
2021-04-01 05:19:22,2021-04-01 05:56:25,2002,Other,Some college,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Too much time given,Very Easy
2021-04-01 04:38:43,2021-04-01 05:57:50,1989,Other,"Advanced degree (Master's, Doctorate)",,,,,,,,,,,,,,,,,,,,,,,,,,,,conspicuous,They manufactured useful tools for finding and accessing food.,introduce a scientific principle in order to show how an experiment’s outcomes validated that principle.,Zoologist Sara Shettleworth has knowledge about the intelligence of animals that proves Researcher Russel Gray wrong,tested the birds’ tool-using abilities.,167.548,14,scales,85,91,27,37,70,29,87,10,99,20,2,99,43,50,5,35,,IM_6h8OjDCdJa8N7H8,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-01 04:19:40,2021-04-01 06:40:59,1999,Undergraduate Student,Some college,conspicuous,"They modified their behavior in response to changes in their environment. ",introduce a scientific principle in order to show how an experiment’s outcomes validated that principle.,The figurative language employed by these scientists implies a fundamentally riveting reading,consciously manipulated the birds’ surroundings.,6,Eye,65.113,85,91,27,37,70,29,87,10,99,20,2,99,43,50,5,35,,IM_7NHi0wWD3VcBw7s,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-01 05:50:31,2021-04-01 07:37:27,1988,Graduate Student,Bachelor's degree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Just the right amount of time given,Fairly Difficult
2021-04-01 06:40:19,2021-04-01 07:42:18,1998,Graduate Student,"Advanced degree (Master's, Doctorate)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,edible,"They modified their behavior in response to changes in their environment. ",introduce a scientific principle in order to show how an experiment’s outcomes validated that principle.,The figurative language employed by these scientists implies a fundamentally riveting reading,presented the birds with a problem to solve.,65.008,1,Scales,2,3,2,4,1,2,1,2,2,1,1,21,3,1,1,1,,IM_0pPjBTig9nlz01M,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-01 06:33:51,2021-04-01 08:04:18,1994,Graduate Student,"Advanced degree (Master's, Doctorate)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,edible,"They modified their behavior in response to changes in their environment. ",offer historical background in order to question the uniqueness of two researchers’ findings.,Zoologist Sara Shettleworth has knowledge about the intelligence of animals that proves Researcher Russel Gray wrong,consciously manipulated the birds’ surroundings.,65.142,2,Rocke,85,91,27,37,70,29,87,10,99,27,53,99,75,50,5,43,,IM_6mUdTl4QvbjaemW,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-01 06:51:47,2021-04-01 08:11:02,1995,Graduate Student,"Advanced degree (Master's, Doctorate)",,,,,,,,,,,,,,,,,,,,,,,,,,,,plentiful,They modified their behavior in response to changes in their environment.,introduce a scientific principle in order to show how an experiment’s outcomes validated that principle.,The figurative language employed by these scientists implies a fundamentally riveting reading,presented the birds with a problem to solve.,130.104,14,"fish, lamp, board, star, rabbit, f",85,91,27,37,70,29,87,10,99,20,2,99,43,50,5,35,,IM_0P8tQUyblY1MVhQ,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-01 06:34:20,2021-04-01 08:11:53,1993,Other,No college,edible,"They modified their behavior in response to changes in their environment. ",introduce a scientific principle in order to show how an experiment’s outcomes validated that principle.,The crow is thought to be an animal with intelligence equal to or greater than the human,intentionally made the birds aware of his presence.,4,"rocket, arm, tongue, veins",65.007,35,90,27,37,90,47,20,90,40,25,5,20,90,17,2,41,,IM_cMWMc2dWJzguIuy,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-01 07:04:32,2021-04-01 08:19:15,2001,Other,Some college,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,conspicuous,They modified their behavior in response to changes in their environment.,"offer interpretive context in order to frame the discussion of an experiment and its results. ",The figurative language employed by these scientists implies a fundamentally riveting reading,consciously manipulated the birds’ surroundings.,65.008,2,"tongue, firework, ",85,91,27,47,70,80,87,45,99,20,2,99,43,50,5,35,,IM_728fjwfYvqAc1Yq,C,,
2021-04-01 06:40:45,2021-04-01 08:33:07,US,Graduate Student,Bachelor's degree,,,,,,,,,,,,,,,,,,,,,,,,,,,,conspicuous,They manufactured useful tools for finding and accessing food.,present seemingly contradictory stances in order to show how they can be reconciled empirically.,"The author's scintillating use of the word ""conspicuous"" in passage 2 suggests the Ravens' recalcitrant nature",tested the birds’ tool-using abilities.,195.413,13,"toys,star,fireworks",85,91,27,37,70,29,87,10,99,20,2,99,43,50,5,35,,IM_4GYXrNOGQDOfw7c,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-01 08:01:41,2021-04-01 09:00:47,1991,Graduate Student,Bachelor's degree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plentiful,They were aloof toward the humans who were observing them.,offer interpretive context in order to frame the discussion of an experiment and its results.,"The author's scintillating use of the word ""conspicuous"" in passage 2 suggests the Ravens' recalcitrant nature",intentionally made the birds aware of his presence.,130.175,5,book staff face dress things,85,91,27,37,80,29,87,10,99,20,2,99,42,50,5,35,,IM_6mUdTl4QvbjaemW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-01 08:17:19,2021-04-01 11:37:57,1985,Faculty,Bachelor's degree,conspicuous,They manufactured useful tools for finding and accessing food.,"offer interpretive context in order to frame the discussion of an experiment and its results. ",Zoologist Sara Shettleworth has knowledge about the intelligence of animals that proves Researcher Russel Gray wrong,presented the birds with a problem to solve.,8,rocket,130.134,85,91,27,37,70,29,87,10,99,20,2,99,43,50,5,35,,IM_cMWMc2dWJzguIuy,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-01 15:16:00,2021-04-01 15:46:43,,,Bachelor's degree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,edible,They ignored the actions they saw performed around them.,introduce a scientific principle in order to show how an experiment’s outcomes validated that principle.,The crow is thought to be an animal with intelligence equal to or greater than the human,intentionally made the birds aware of his presence.,65.127,10,test only,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,IM_0iT2386VNKuJ99Y,,,
2021-04-01 12:44:45,2021-04-01 15:57:32,1990,Graduate Student,Bachelor's degree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Just the right amount of time given,Fairly Easy
2021-04-06 11:01:30,2021-04-06 11:18:08,,Undergraduate Student,Some college,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not enough time given,Neither Easy nor Difficult
2021-04-06 16:36:03,2021-04-06 17:11:41,1999,Undergraduate Student,No college,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plentiful,They ignored the actions they saw performed around them.,offer historical background in order to question the uniqueness of two researchers’ findings.,The figurative language employed by these scientists implies a fundamentally riveting reading,intentionally made the birds aware of his presence.,195.043,2,tongue,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,IM_3EtZRQZn7YRvniS,C,,
2021-04-06 17:22:56,2021-04-06 17:23:01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-06 17:32:12,2021-04-06 17:32:37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-06 17:33:12,2021-04-06 17:33:19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-06 17:34:23,2021-04-06 17:34:27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-06 17:52:23,2021-04-06 19:01:50,2000,Undergraduate Student,No college,,,,,,,,,,,,,,,,,,,,,,,,,,,,edible,They modified their behavior in response to changes in their environment.,offer interpretive context in order to frame the discussion of an experiment and its results.,The crow is thought to be an animal with intelligence equal to or greater than the human,intentionally made the birds aware of his presence.,130.222,7,"heart, tongue, rocket, pencil tip, star, cat whisker, circle, ",85,91,27,37,,70,,,99,,2,99,,,5,,,IM_6h8OjDCdJa8N7H8,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-30 19:02:10,2021-03-30 19:08:36,1994,Graduate Student,Bachelor's degree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-06 18:35:11,2021-04-06 19:25:04,2000,Undergraduate Student,Some college,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,edible,"They modified their behavior in response to changes in their environment. ",offer interpretive context in order to frame the discussion of an experiment and its results.,The figurative language employed by these scientists implies a fundamentally riveting reading,consciously manipulated the birds’ surroundings.,130.075,1,lever,88,43,27,37,27,9,87,70,99,20,2,99,43,5,35,7,,IM_afMcuvNF6jPFgWO,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-06 20:08:49,2021-04-06 21:21:28,2001,Undergraduate Student,Some college,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Just the right amount of time given,Neither Easy nor Difficult
2021-04-06 20:27:18,2021-04-06 21:44:45,2000,Undergraduate Student,Some college,edible,"They modified their behavior in response to changes in their environment. ",offer historical background in order to question the uniqueness of two researchers’ findings.,The figurative language employed by these scientists implies a fundamentally riveting reading,intentionally made the birds aware of his presence.,8,added,99.419,85,91,27,37,70,97,2,,95,20,2,95,45,23,5,35,,IM_7NHi0wWD3VcBw7s,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-06 21:16:01,2021-04-06 22:28:42,1999,Undergraduate Student,No college,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,edible,They modified their behavior in response to changes in their environment.,present seemingly contradictory stances in order to show how they can be reconciled empirically.,The figurative language employed by these scientists implies a fundamentally riveting reading,consciously manipulated the birds’ surroundings.,195.122,8,"head, bubble, tongue, dots, eye, pencil, rocket, belly ",85,91,27,37,70,29,87,10,99,20,2,999,43,50,5,35,,IM_0iT2386VNKuJ99Y,C,,
2021-04-06 21:36:44,2021-04-06 22:41:42,1999,Undergraduate Student,Some college,conspicuous,They manufactured useful tools for finding and accessing food.,present seemingly contradictory stances in order to show how they can be reconciled empirically.,The crow is thought to be an animal with intelligence equal to or greater than the human,consciously manipulated the birds’ surroundings.,1,firework,65.11,85,97,27,31,70,29,78,10,99,87,90,35,45,57,30,55,,IM_2hGiem7FtCD5cY6,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-06 22:04:43,2021-04-06 22:49:13,1999,Undergraduate Student,No college,,,,,,,,,,,,,,,,,,,,,,,,,,,,conspicuous,They modified their behavior in response to changes in their environment.,offer interpretive context in order to frame the discussion of an experiment and its results.,The crow is thought to be an animal with intelligence equal to or greater than the human,intentionally made the birds aware of his presence.,65.017,7,"pencil,",85,91,27,37,70,29,,10,99,,,99,43,50,5,35,,IM_6h8OjDCdJa8N7H8,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-06 22:53:48,2021-04-06 23:25:07,2000,Undergraduate Student,Bachelor's degree,conspicuous,They were aloof toward the humans who were observing them.,"offer interpretive context in order to frame the discussion of an experiment and its results. ",The figurative language employed by these scientists implies a fundamentally riveting reading,consciously manipulated the birds’ surroundings.,7,"red, highlight, rocket, mashtach, ",66.688,85,91,27,37,70,29,87,10,99,2,20,99,43,50,5,35,,IM_2hGiem7FtCD5cY6,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-06 22:21:52,2021-04-06 23:26:01,1998,Undergraduate Student,Bachelor's degree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,edible,They manufactured useful tools for finding and accessing food.,offer interpretive context in order to frame the discussion of an experiment and its results.,The crow is thought to be an animal with intelligence equal to or greater than the human,consciously manipulated the birds’ surroundings.,130.022,3,"Lizard, crumbs, rocket",85,91,27,37,70,29,87,10,99,20,2,99,43,50,5,35,,IM_6mUdTl4QvbjaemW,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-06 19:33:32,2021-04-06 23:32:45,2002,Undergraduate Student,Some college,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,edible,They modified their behavior in response to changes in their environment.,offer historical background in order to question the uniqueness of two researchers’ findings.,The figurative language employed by these scientists implies a fundamentally riveting reading,intentionally made the birds aware of his presence.,65.059,3,"heart,iguana,dots,",85,,27,37,,,87,,99,20,2,,43,,5,,,IM_728fjwfYvqAc1Yq,C,,
2021-04-06 23:35:44,2021-04-07 00:26:53,1998,Undergraduate Student,No college,,,,,,,,,,,,,,,,,,,,,,,,,,,,conspicuous,They manufactured useful tools for finding and accessing food.,introduce a scientific principle in order to show how an experiment’s outcomes validated that principle.,The figurative language employed by these scientists implies a fundamentally riveting reading,consciously manipulated the birds’ surroundings.,64.912,5,beak,80,75,22,24,,,,,,,,,,,,,,IM_6h8OjDCdJa8N7H8,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-07 01:42:02,2021-04-07 02:00:43,2000,Undergraduate Student,Some college,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,conspicuous,They manufactured useful tools for finding and accessing food.,introduce a scientific principle in order to show how an experiment’s outcomes validated that principle.,Zoologist Sara Shettleworth has knowledge about the intelligence of animals that proves Researcher Russel Gray wrong,consciously manipulated the birds’ surroundings.,65.014,2,"robot, valve",89,91,27,37,86,70,87,24,99,72,45,99,15,87,42,39,,IM_0pPjBTig9nlz01M,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-06 19:05:06,2021-04-07 03:38:49,2002,Undergraduate Student,No college,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not enough time given,Neither Easy nor Difficult
2021-04-07 05:57:11,2021-04-07 07:46:08,1997,Undergraduate Student,Some college,,,,,,,,,,,,,,,,,,,,,,,,,,,,edible,They manufactured useful tools for finding and accessing food.,present seemingly contradictory stances in order to show how they can be reconciled empirically.,The figurative language employed by these scientists implies a fundamentally riveting reading,presented the birds with a problem to solve.,104.506,8,"The details between the two drawings are slightly different with its patterns, etc.",85,91,27,37,70,29,87,10,99,20,2,99,43,50,5,35,,IM_6h8OjDCdJa8N7H8,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-07 08:57:34,2021-04-07 09:13:59,test,Undergraduate Student,Some college,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-07 09:43:53,2021-04-07 09:43:56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-07 10:03:15,2021-04-07 10:03:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-07 10:03:48,2021-04-07 10:39:51,test,Undergraduate Student,No college,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,edible,They ignored the actions they saw performed around them.,offer historical background in order to question the uniqueness of two researchers’ findings.,"The author's scintillating use of the word ""conspicuous"" in passage 2 suggests the Ravens' recalcitrant nature",presented the birds with a problem to solve.,29.586,5,test,,,,,,,,,,,,,,,,,,IM_3EtZRQZn7YRvniS,,,
2021-04-07 11:12:04,2021-04-07 11:17:20,,,,,,,,,,,21.091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-06 23:47:49,2021-04-07 12:13:15,2002,Undergraduate Student,Some college,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Just the right amount of time given,Fairly Easy
2021-04-07 11:59:18,2021-04-07 12:25:38,test,Undergraduate Student,Some college,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plentiful,They were aloof toward the humans who were observing them.,offer interpretive context in order to frame the discussion of an experiment and its results.,"The author's scintillating use of the word ""conspicuous"" in passage 2 suggests the Ravens' recalcitrant nature",presented the birds with a problem to solve.,65.032,2,test,,,,,,,,,,,,,,,,,,IM_0pPjBTig9nlz01M,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
